TITLE	CATEGORY
New Guideline Says Marijuana Pills Can Ease Some Multiple Sclerosis Symptoms	m
Sen. John Barrasso: White House Is 'Cooking The Books' On Obamacare  ...	b
Terry McAuliffe Orders Review Of Virginia's Abortion Clinic Regulations	m
Christian Singers Sue Katy Perry Over 'Dark Horse'	e
'Transformers' producers face new dispute from Chinese location rep	e
UPDATE 1-US Senate panel to examine AT&T plan to buy DirectTV	t
WRAPUP 4-Chinese families clash with police, slam Malaysia over lost plane	b
'Transcendence' Director Wally Pfister Discusses Artificial Intelligence, Real  ...	e
US STOCKS-Wall St gains on Yellen comments and Yahoo; BofA falls	b
Obama Opens East Coast To Oil Exploration For First Time In Decades	t
US estimates Fannie, Freddie to repay $179.2 bln to taxpayers	b
PRECIOUS-Gold dives more than 2 pct as selling hits precious metals	b
'Game Of Thrones' Season 4 Episode 10 Recap: 'The Children'	e
AOL Reports Huge Email Security Breach	t
'Sex Tape' Director Jake Kasdan Explains How YouPorn Helped His Film	e
Iconic 1964 World's Fair Photos Reveal How Future Of Science & Technology  ...	e
Beyoncé's Not Bossy, She's The Boss -- And We Believe Her	e
New Beard Study Suggests Hipsters Should Think Twice About Weird Facial Hair	m
UPDATE 1-California lawsuit claims more GM vehicles faulty than in recall	t
Dai-Ichi Life to buy Protective Life for $5.7 bln - filing	b
Nissan sees global sales of 5.65 mln vehicles this fiscal year	b
UPDATE 2-United Technologies' Sikorsky wins $1.3 bln US helicopter deal	b
Robin Thicke's New Album Is Reportedly Called 'Paula' In Attempt To Win Back  ...	e
S&P cuts Puerto Rico Electric debt rating again	b
UPDATE 5-Candy Crush maker King Digital shares sour in market debut	b
UPDATE 1-SE Asia faces renewed unity test as South China Sea tensions spike	b
FOREX-Dollar firms before Fed verdict, all eyes on Yellen debut	b
Healthcare.gov Goes Down On Last Day To Enroll In Obamacare	b
Robert Gates: China, Russia Are Becoming Aggressive As They Perceive US  ...	b
UPDATE 2-Rescuers close in on 3 trapped Honduran miners, 8 missing	b
FOREX-BOJ's stance, falling global debt yields support yen	b
The Surprising Truth Behind What It Takes To Become A 'Jeopardy!' Contestant	e
UPDATE 2-GM names new top spokesman Cervone, turning to old hand	b
UPDATE 3-Fiat Chrysler denies report of merger talks with VW	b
CORRECTED-UPDATE 2-Chicago selected for George Lucas' 'storytelling  ...	e
UPDATE 1-US top court denies Teva stay in Copaxone patent fight	b
UPDATE 1-British PM leads tributes to UK film veteran Richard Attenborough	e
TREASURIES-Yields rise before ECB meeting, US payrolls report	b
MONTGOMERY, Ala. (AP) — Alabama's unemployment rate has risen to 6.4  ...	b
UPDATE 2-AIRSHOW-US says 'not giving up' on bringing F-35s to UK air show	b
US has seen no large-scale Russian withdrawal from Ukraine border	b
US STOCKS SNAPSHOT-Wall St opens lower after S&P's record close	b
UPDATE 1-Saudi Arabia sacks minister criticised over handling of MERS	m
Kim Kardashian Looks Effortlessly Chic In Paris	e
Grading The Highs And Lows Of The 2014 Emmys	e
WATCH LIVE: Reuters Today - Publicis, Omnicom call off merger	b
'Time Is Illmatic' Explores Nas' Classic Debut Album At Tribeca Film Festival	e
Unilever sells Ragu & Bertolli pasta sauces for $2.15 bln	b
AgBank of China Q4 net profit up 12.8 pct, within estimates	b
TABLE-US April durable goods orders rise 0.8 pct	b
CANADA FX DEBT-Canada dollar steady despite oil-price jump	b
US STOCKS-Futures dip with indexes at records	b
Beyoncé's TIME 100 Title Solidifies Her As Pop Music's Reigning Queen	e
ECB's Weidmann opens door to quantitative easing	b
UPDATE 1-Greenpeace protesters board Statoil's Arctic drilling rig	b
UPDATE 3-New York AG slaps Barclays with securities fraud suit	b
Congress Is Debating The Future Of The Internet. Here Are 4 Things To Watch For	t
* Air bags may explode, shoot shrapnel inside cars	t
Mom: 3-Year-Old Was Forced To Urinate In Seat On Plane	e
Yahoo's growth anemic as turnaround chugs along	b
PRESS DIGEST- British Business - March 26	b
Cancer Will Be Leading Cause Of Death In U.S. By 2030, Report Says	m
US STOCKS SNAPSHOT-Wall St climbs after China data; Yahoo jumps	b
A 'Mrs. Doubtfire' Sequel Is Happening	e
Portugal's BES books 3.6 bln euro loss, capital needed	b
JC Penney quarterly sales rise 6.3 pct, shares surge	b
Morgan Stanley Steps away from return target timeframe	b
Motorcycling-Marquez grabs pole for Grand Prix of the Americas	t
Miley Cyrus Seemingly Blasts Liam Hemsworth In Expletive-Filled Rant During  ...	e
UPDATE 1-UK inflation falls to 4 1/2-year low in May, but house prices soar	b
UPDATE 1-Rare T.rex sets off from Montana on road trip bound for Smithsonian	t
UPDATE 1-US pending home sales hit eight-month high in May	b
Thomas Piketty and Our US Estate Tax	b
RPT-In the driving seat: China's yuppies are new market force for global  ...	b
Instagram Down: Users Unable To Share Saturday Brunch Photos [UPDATE]	t
Bank of England names Haldane as new chief economist	b
US STOCKS-Futures point to lower open, investors await earnings	b
Rapper Andre Johnson, Aka Christ Bearer, Severs Penis And Jumps From  ...	e
UPDATE 2-US warns China its currency is still undervalued	b
CORRECTED-UPDATE 1-Indian factory sector expands at slightly faster pace in  ...	b
Hepatitis C Treatment Cures Up To 90%: Study	m
Kourtney Kardashian Pregnant With Third Child With Scott Disick (REPORT)	e
US STOCKS SNAPSHOT-Wall St ticks down at open, DuPont weighs	b
UPDATE 4-Valeant, Ackman offer to buy Botox maker Allergan for $47 bln	b
UPDATE 1-SpaceX cargo run to space station reset for Friday	t
Google's Self-Driving Cars Have Gotten Good At Not Hitting Jaywalkers	t
UPDATE 1-Federal judge will not block Arizona rules limiting use of abortion drugs	m
Heartbleed Bug Puts Millions Of Android Devices At Risk	t
'Designing Women' Star Dies After Battle With Cancer	e
Kim Kardashian's Barely-There Shirt Proves She's Wedding-Ready In Paris	e
Man At Keith Urban Concert Charged With Rape In Boston	e
RPT-Sluggish economy prompts QE rethink at Germany's Bundesbank	b
REFILE-E-cigarettes boost quitting success among smokers, study finds	m
TREASURIES-Yields slump; 10-year slides to near 11-month low	b
UPDATE 1-Mobileye shares jump 58 pct in bumper debut	b
UPDATE 2-GM expands ignition switch recall to 2.6 million cars	b
RPT-China Construction Bank to get yuan clearing role in London -FT	b
PRECIOUS-Gold up about 1 pct after disappointing US jobs data	b
REFILE-Swan song for dead parrot? Pythons say reunion will be last	e
FOREX-Euro on defensive after ECB officials reopen easing debate	b
SpaceX Dragon capsule leaves space station	t
Kim Kardashian Channels Audrey Hepburn For Miami Photo Shoot	e
UPDATE 1-Eli Lilly to buy Novartis' animal health unit for $5.4 bln	b
Bill Cassidy Attacks Obamacare Medicare Savings, But Admits He Voted For Them	m
UPDATE 4-AT&T in talks to buy DirecTV for nearly $50 bln -sources	b
Actor Brad Pitt hit in the face at 'Maleficent' premiere	e
UPDATE 1-Johnson Controls revenue rises on higher demand from China	b
Chris Brown Admits Probation Violation, Ordered To Spend Additional 131 Days  ...	e
13 Barbara Walters Quotes That Show You Have To Fail To Succeed	e
American pulls fares from Orbitz after failing to reach a deal	b
New BlackBerry phones to cater to keyboard aficionados: CEO	b
Chevron defers comments on Apache, LNG projects to Friday call	b
HGTV Drops Benham Brothers' 'Flip It Forward' After Anti-Gay Views Are  ...	e
Your First Tweet Was Probably Better Than These Celebrities'	t
UPDATE 4-Two senior Twitter executives resign as growth lags	b
Get Political: Speak Up About the Proposed New Nutrition Labels and Serving  ...	m
After 3 Months Of Legal Pot Sales, Denver Still Not A Crime-Filled Hellscape	b
US STOCKS-Wall St near flat as deal news offsets housing data	b
Intuit profit jumps 20 pct as demand rises for TurboTax, QuickBooks	b
BOJ keeps policy steady, revises up view on overseas growth	b
Kentuckians Hate Kynect A Lot Less Than Obamacare	b
UPDATE 1-'Captain America' soars again, tops 'Rio 2' to win US box office	e
UPDATE 3-Medtronic to buy Covidien for $42.9 bln, rebase in Ireland	b
States Pass Smartphone 'Kill Switch' Bills That Wireless Companies Hate	t
US STOCKS-Futures point to higher open, S&P 500 near record	b
Credit Suisse CEO says 'very committed' to Swiss bank	b
Thousands Of Blue Sea Creatures Called Velella Velellas Wash Ashore In  ...	t
UPDATE 2-Brent drops below $114, Iraq oil data eases supply worries	b
Amazon/Hachette dispute unlikely to provoke regulators, experts say	b
GLOBAL MARKET-Wall Street closing highs buck trend as most equities flat	b
UPDATE 1-Lacker says inflation moving toward Fed's target	b
Quakes strike after Iceland volcano eruption, red alert for aviation sector	t
Luxottica shares up in early trade after Google Glass deal	t
UPDATE 3-American Apparel says company not for sale	b
REFILE-GLOBAL MARKETS-Dollar, Treasuries yields gain after strong US GDP	b
FDA approves Spectrum Pharma's blood cancer drug	m
UPDATE 1-Wal-Mart entry into used videogames trade threatens GameStop	b
UPDATE 2-EU deals blow to two big Russian gas pipeline projects	b
A Look Inside The Town That Inspired 'To Kill A Mockingbird'	e
UPDATE 3-Tesla expects to boost 2015 output to more than 60000	t
China's JD.com IPO raises $1.78 billion, augurs well for Alibaba	b
UPDATE 1-RBS might have to leave an independent Scotland-BoE's Carney	b
UPDATE 2-Budget airline easyJet lifts first-half results forecast	b
Fear of Pfizer-AstraZeneca job cuts voiced by US lawmakers	b
The 'Girl Meets World' Trailer Is Here, And It's Everything We Hoped It Would Be  ...	e
UPDATE 3-Destination Maternity keen to buy UK's Mothercare	b
Fitch Affirms Unibail-Rodamco at 'A'; Outlook Stable	b
Costco April same-store sales beat estimates	b
REFILE-Actor Gary Oldman not defending remarks by Gibson, Baldwin -manager	e
UPDATE 3-Sprint agrees to pay about $40/shr to buy T-Mobile -source	b
Ohio Earthquakes Linked To Fracking, A First For Region	b
Michael Strahan To Join 'Good Morning America'	e
Southwest Airlines Starts International Flights	b
US Air Force says working hard to certify new rocket launcher	t
Nikkei rises to 5-month highs, exporters gain on strong US data	b
Burger King Supports LGBT Rights With 'Proud Whopper' And 'Be Your Way  ...	b
AT&T says it will be the first carrier to sell LG smartwatch	t
1 In 25 Patients Experience Infection Related To Hospital Stay, Report Shows	m
NASA Astronauts Spacewalk To Fix ISS Computer Problem (LIVESTREAM VIDEO)	t
PRECIOUS-Gold holds near 4-month low as ECB decision awaited	b
ECB easing bets push euro to three-month low	b
Michael Strahan Officially Joins 'Good Morning America'	e
UPDATE 1-Italy's Eni wins price cut for Russian gas	b
'McHale's Navy' Star Bob Hastings Dead At Age 89	e
Teen Fined $200 For Swearing Near Playground	m
China blames Vietnam for sea collisions, but calls for talks	b
CORRECTED-UPDATE 2-France's BNP to pay $9 bln in US sanctions case, face  ...	b
Amazon Actually Has To Be Nice To People It Works With, For Once	e
New York's Schneiderman seeks curbs on high-frequency traders	b
RPT-US attorney general says banks may face criminal cases soon	b
One killed in Los Angeles at unofficial BET awards pre-party	e
European shares advance as Metro and ProSieben rally	b
PRECIOUS-Gold near 1-month low on concerns over US rate rises	b
Album of unheard Michael Jackson songs to be released in May	e
UPDATE 2-Private brands business hurts ConAgra's profit	b
Teen Accused Of Peeing In Reservoir 'Didn't Piss In The Fu--ing Water'	b
PRECIOUS-Gold slips; platinum gains as South African strike ends	b
5 Reasons Matt Reeves' 'Dawn Of The Planet Of The Apes' Is Just So Awesome	e
Motor racing-Probe into theft of Schumacher medical records	m
Siemens offer for Alstom likely on Tuesday: source	b
Why Google Is Yanking Negative Coverage Of Powerful People From Its Search  ...	t
This Gene Could Tell You Who Is At Risk For Suicide	m
Apple Trying To Cut Streaming TV Deal With Comcast: WSJ	t
Wall Street gets lift from Yellen remarks, tech rebound	b
England agrees funding for Gilead hepatitis C drug	b
Consumer groups seek FTC probe on CarMax for 'deceptive' ads - NYT	t
Not All Dairy Is Created Equal When It Comes To Women's Bone Health, Study  ...	m
UPDATE 4-IBM's quarterly revenue sinks to 5-year low as hardware sales fall	b
Miley Cyrus Opens Up About Hospitalization, Says Experience Was 'Really Scary'	e
Fitch cuts Alcoa to 'junk' status	b
Every Ridiculous Moment Of 'Sharknado 2' In Two Minutes	e
UPDATE 2-GE strengthens hand in Alstom battle with pledge for 1000 French jobs	b
Telus announces leadership transition as Canfield retires	b
UPDATE 1-German Ifo business morale in June hit by Ukraine, Iraq	b
Fiat Chrysler posts 1st-qtr net loss, trading profit stable	b
FOREX-Euro roughly flat after Eurosceptic surge	b
UPDATE 1-Chinese millionaire holds lunch for homeless New Yorkers	b
New Meteor Shower Thrills Stargazers Despite Low 'Shooting Star' Count  ...	t
UPDATE 1-Google's YouTube to buy streaming-video site Twitch for $1 bln  ...	t
Don't Let Net Neutrality Become Another Broken Promise	t
The U.S. Government Has Hurt The Economy In 11 Of The Past 12 Quarters	b
WRAPUP 2-Fresh objects seen in new Malaysia jet search area	b
UPDATE 3-AT&T nears DirecTV purchase in new jolt to TV landscape	b
GE credit card unit says to raise up to $3.25 bln in IPO	b
US STOCKS-Dow, S&P gain on Yellen; Nasdaq ends down for 2nd day	b
US STOCKS-Futures edge higher after selloff, but concerns remain	b
UPDATE 6-Time Warner win would make Murdoch US media king	b
Merck's grass pollen allergy vaccine wins US approval	m
UPDATE 1-Detroit pension deal approved by one retirement system	b
Facebook Q1 revenue grows 72 percent	b
UPDATE 2-McDonald's US sales continue to struggle in February	b
Roseanne Barr Strikes Seductive Kim Kardashian Pose On Twitter	e
FOREX-Euro slides below $1.34, eyes on Fed and US GDP	b
UPDATE 1-US to face multibillion-dollar bill from climate change -report	b
Credit Suisse says not found anything materially untoward in its forex trading	b
UPDATE 1-Bank of England sticks with low rates even as recovery builds	b
UPDATE 1-Apple in talks with Comcast for streaming-TV service - WSJ	t
FOREX-Dollar stumbles as rate hike expectations pushed back	b
CORRECTED-UPDATE 2-BofA suspends buyback, div increase after capital  ...	b
Kaley Cuoco Talks Ryan Sweeting Wedding, Henry Cavill Fling	e
Thomas Menino, Former Boston Mayor, Has Advanced Cancer	m
Deals of the day- Mergers and acquisitions	b
Amazon Actually Telling Customers To Shop Elsewhere	b
NEW YORK (AP) — People magazine has named Lupita Nyong'o as the  ...	e
Comcast Just Accused Netflix Of Screwing Its Users To Make A Point	e
Alexa Ray Joel Collapses On Stage After Announcing She's Taken Ill, Is  ...	e
Seized oil tanker Morning Glory arrives in Libyan capital: witness	b
What to Expect From Google I/O This Week: Thinking Beyond Hardware to  ...	t
Goldman Sachs shareholders approve pay plan for top executives	b
Binoche at Cannes confronts questions of the aging actress	e
First Nighter: Franco, O'Dowd, Meester Distinguish Steinbeck's 'Of Mice and Men'	e
UPDATE 4-Argentina deposits debt payment, but US court blocks payout	b
Not Everyone Is Happy About Pharrell Williams' Elle UK Cover	e
Facebook Outage: Service Restored After Worldwide Disruption	t
'There Is No Such Thing As Too Big To Jail'	b
Fewer People Got Sick From Salmonella In 2013, Food Poisoning Report Shows	m
Benghazi Becomes Issue In Arizona Governor GOP Primary	b
Women Feel More Stress At Home Than At Work, Study Finds	m
BET Awards Honor Pharrell, Beyonce, Nicki Minaj And August Alsina	e
Neil deGrasse Tyson Talks Asteroids With 9-Year-Old Boy In Michigan	t
US STOCKS-Data lift Wall St, S&P hits another record	b
